UniProt	GeneSymbol	ChEMBL	PrefName	TaxID	Organism
P0A6K3	def	CHEMBL4976	Peptide deformylase	83333	Escherichia coli K-12
Q14117	DPYS	CHEMBL2465	Dihydropyrimidinase	9606	Homo sapiens
P01112	HRAS	CHEMBL2167	Transforming protein p21/H-Ras-1	9606	Homo sapiens
P22906	DFR1	CHEMBL2329	Dihydrofolate reductase	5476	Candida albicans
P00378	DHFR	CHEMBL2575	Dihydrofolate reductase	9031	Gallus gallus
P07807	DFR1	CHEMBL2576	Dihydrofolate reductase	559292	Saccharomyces cerevisiae S288c
P06734	FCER2	CHEMBL2940	Immunoglobulin epsilon Fc receptor	9606	Homo sapiens
P05230	FGF1	CHEMBL2120	Acidic fibroblast growth factor	9606	Homo sapiens
P20292	ALOX5AP	CHEMBL4550	5-lipoxygenase activating protein	9606	Homo sapiens
P15328	FOLR1	CHEMBL2121	Folate receptor alpha	9606	Homo sapiens
Q01558	GAPC	CHEMBL4137	Glyceraldehyde-3-phosphate dehydrogenase cytosolic	5665	Leishmania mexicana
O95749	GGPS1	CHEMBL4769	Geranylgeranyl pyrophosphate synthetase	9606	Homo sapiens
P56221	SDH1	CHEMBL2578	Scytalone dehydratase	242507	Magnaporthe oryzae (strain 70-15 / FGSC 8958) (Rice blast fungus)(Pyricularia oryzae)
Q60631	Grb2	CHEMBL4830	Growth factor receptor-bound protein 2	10090	Mus musculus
P30680	Sstr2	CHEMBL2978	Somatostatin receptor 2	10116	Rattus norvegicus
P17988	Sult1a1	CHEMBL4886	Aryl sulfotransferase	10116	Rattus norvegicus
P47747	HRH2	CHEMBL2882	Histamine H2 receptor	10141	Cavia porcellus
P49889	Ste	CHEMBL4831	Estrogen sulfotransferase 3	10116	Rattus norvegicus
P52655	GTF2A1	CHEMBL4832	Transcription initiation factor IIA alpha and bTranscription initiation factor IIA alpha and beta chains	9606	Homo sapiens
P04326	tat	CHEMBL4609	Human immunodeficiency virus type 1 Tat protein	11679	Human immunodeficiency virus type 1 group M subtype B (isolate PCV12)(HIV-1)
Q15759	MAPK11	CHEMBL3961	MAP kinase p38 beta	9606	Homo sapiens
P35030	PRSS3	CHEMBL4551	Trypsin III	9606	Homo sapiens
P41440	SLC19A1	CHEMBL4833	Folate transporter 1	9606	Homo sapiens
Q06520	SULT2A1	CHEMBL2077	Alcohol sulfotransferase	9606	Homo sapiens
P04183	TK1	CHEMBL2883	Thymidine kinase, cytosolic	9606	Homo sapiens
Q9UP65	PLA2G4C	CHEMBL4834	Cytosolic phospholipase A2 gamma	9606	Homo sapiens
P42574	CASP3	CHEMBL2334	Caspase-3	9606	Homo sapiens
P29762	CRABP1	CHEMBL2079	Cellular retinoic acid-binding protein I	9606	Homo sapiens
P11474	ESRRA	CHEMBL3429	Estrogen-related receptor alpha	9606	Homo sapiens
Q13093	PLA2G7	CHEMBL3514	LDL-associated phospholipase A2	9606	Homo sapiens
P07451	CA3	CHEMBL2885	Carbonic anhydrase III	9606	Homo sapiens
P06239	LCK	CHEMBL258	Tyrosine-protein kinase LCK	9606	Homo sapiens
P00338	LDHA	CHEMBL4835	L-lactate dehydrogenase A chain	9606	Homo sapiens
P32245	MC4R	CHEMBL259	Melanocortin receptor 4	9606	Homo sapiens
P50391	NPY4R	CHEMBL4877	Neuropeptide Y receptor type 4	9606	Homo sapiens
P13497	BMP1	CHEMBL3898	Bone morphogenetic protein 1	9606	Homo sapiens
Q9Y237	PIN4	CHEMBL4923	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 2	9606	Homo sapiens
Q16678	CYP1B1	CHEMBL4878	Cytochrome P450 1B1	9606	Homo sapiens
P12104	FABP2	CHEMBL4879	Fatty acid binding protein intestinal	9606	Homo sapiens
P47205	lpxC	CHEMBL3855	UDP-3-O-acyl-GlcNAc deacetylase	208964	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
P00492	HPRT1	CHEMBL2360	Hypoxanthine-guanine phosphoribosyltransferase	9606	Homo sapiens
P15382	KCNE1	CHEMBL4872	Voltage-gated potassium channel beta subunit Mink	9606	Homo sapiens
P00558	PGK1	CHEMBL2886	Phosphoglycerate kinase 1	9606	Homo sapiens
P60174	TPI1	CHEMBL4880	Triosephosphate isomerase	9606	Homo sapiens
P27169	PON1	CHEMBL3167	Serum paraoxonase/arylesterase 1	9606	Homo sapiens
P69905	HBA1	CHEMBL2887	Hemoglobin alpha subunit	9606	Homo sapiens
P69905	HBA2	CHEMBL2887	Hemoglobin alpha subunit	9606	Homo sapiens
P09488	GSTM1	CHEMBL2081	Glutathione S-transferase Mu 1	9606	Homo sapiens
P11766	ADH5	CHEMBL4116	Alcohol dehydrogenase class III	9606	Homo sapiens
P30837	ALDH1B1	CHEMBL4881	Aldehyde dehydrogenase X	9606	Homo sapiens
P10632	CYP2C8	CHEMBL3721	Cytochrome P450 2C8	9606	Homo sapiens
Q14832	GRM3	CHEMBL2888	Metabotropic glutamate receptor 3	9606	Homo sapiens
P28161	GSTM2	CHEMBL4589	Glutathione S-transferase Mu 2	9606	Homo sapiens
P16083	NQO2	CHEMBL3959	Quinone reductase 2	9606	Homo sapiens
P31408	ATP6V1B2	CHEMBL4798	Vacuolar H(+)-ATPase	9913	Bos taurus
P54750	PDE1A	CHEMBL3421	Phosphodiesterase 1A	9606	Homo sapiens
Q9Z351	Kcnq2	CHEMBL2985	Voltage-gated potassium channel subunit Kv7.2	10090	Mus musculus
Q03405	PLAUR	CHEMBL4883	Urokinase plasminogen activator surface receptor	9606	Homo sapiens
P31391	SSTR4	CHEMBL1853	Somatostatin receptor 4	9606	Homo sapiens
P21452	TACR2	CHEMBL2327	Neurokinin 2 receptor	9606	Homo sapiens
P55263	ADK	CHEMBL3589	Adenosine kinase	9606	Homo sapiens
P23280	CA6	CHEMBL3025	Carbonic anhydrase VI	9606	Homo sapiens
P42575	CASP2	CHEMBL4884	Caspase-2	9606	Homo sapiens
Q16539	MAPK14	CHEMBL260	MAP kinase p38 alpha	9606	Homo sapiens
P15090	FABP4	CHEMBL2083	Fatty acid binding protein adipocyte	9606	Homo sapiens
P47211	GALR1	CHEMBL4894	Galanin receptor 1	9606	Homo sapiens
P54819	AK2	CHEMBL4938	Adenylate kinase 2	9606	Homo sapiens
P07306	ASGR1	CHEMBL2084	Asialoglycoprotein receptor 1	9606	Homo sapiens
P00915	CA1	CHEMBL261	Carbonic anhydrase I	9606	Homo sapiens
P49841	GSK3B	CHEMBL262	Glycogen synthase kinase-3 beta	9606	Homo sapiens
P22460	KCNA5	CHEMBL4306	Voltage-gated potassium channel subunit Kv1.5	9606	Homo sapiens
P07195	LDHB	CHEMBL4940	L-lactate dehydrogenase B chain	9606	Homo sapiens
P14174	MIF	CHEMBL2085	Macrophage migration inhibitory factor	9606	Homo sapiens
Q13126	MTAP	CHEMBL4941	S-methyl-5-thioadenosine phosphorylase	9606	Homo sapiens
Q93086	P2RX5	CHEMBL4942	P2X purinoceptor 5	9606	Homo sapiens
P06746	POLB	CHEMBL2392	DNA polymerase beta	9606	Homo sapiens
P22694	PRKACB	CHEMBL2918	cAMP-dependent protein kinase beta-1 catalytic subunit	9606	Homo sapiens
Q9UKR0	KLK12	CHEMBL4943	Kallikrein 12	9606	Homo sapiens
P34969	HTR7	CHEMBL3155	Serotonin 7 (5-HT7) receptor	9606	Homo sapiens
P00451	F8	CHEMBL3143	Coagulation factor VIII	9606	Homo sapiens
P00772	CELA1	CHEMBL3517	Elastase 1	9823	Sus scrofa
Q05513	PRKCZ	CHEMBL3438	Protein kinase C zeta	9606	Homo sapiens
Q6UW60	PCSK4	CHEMBL4861	Subtilisin/kexin type 4	9606	Homo sapiens
P06757	Adh1	CHEMBL4862	Alcohol dehydrogenase alpha chain	10116	Rattus norvegicus
P27139	Ca2	CHEMBL4706	Carbonic anhydrase II	10116	Rattus norvegicus
Q9NQW7	XPNPEP1	CHEMBL3782	Xaa-Pro aminopeptidase 1	9606	Homo sapiens
P28329	CHAT	CHEMBL4039	Choline acetylase	9606	Homo sapiens
Q9NRE1	MMP26	CHEMBL4707	Matrix metalloproteinase 26	9606	Homo sapiens
Q9UBS5	GABBR1	CHEMBL2064	GABA-B receptor 1	9606	Homo sapiens
O09175	Rnpep	CHEMBL2452	Aminopeptidase B	10116	Rattus norvegicus
Q63447	Npy4r	CHEMBL4827	Neuropeptide Y receptor type 4	10116	Rattus norvegicus
Q712U5	Arpp19	CHEMBL2170	cyclic AMP phosphoprotein	10116	Rattus norvegicus
P52564	MAP2K6	CHEMBL2171	Dual specificity mitogen-activated protein kinase kinase 6	9606	Homo sapiens
Q14790	CASP8	CHEMBL3776	Caspase-8	9606	Homo sapiens
P9WKE1	tmk	CHEMBL2361	Thymidylate kinase	1773	Mycobacterium tuberculosis
P08164	nadE	CHEMBL4615	NH(3)-dependent NAD(+) synthetase	224308	Bacillus subtilis (strain 168)
Q15746	MYLK	CHEMBL2428	Myosin light chain kinase, smooth muscle	9606	Homo sapiens
Q9ERQ8	Ca7	CHEMBL2216	Carbonic anhydrase VII	10090	Mus musculus
Q01579	Gstt1	CHEMBL2423	Glutathione S-transferase theta 1	10116	Rattus norvegicus
Q99MI5	LOC100912604	CHEMBL2429	Spermidine synthase	10116	Rattus norvegicus
Q925U2	Ltc4s	CHEMBL2172	Leukotriene C4 synthase	10116	Rattus norvegicus
P97521	Slc25a20	CHEMBL2173	Carnitine/acylcarnitine translocase	10116	Rattus norvegicus
P68106	FKBP1B	CHEMBL2430	FK506-binding protein 1B	9606	Homo sapiens
P17706	PTPN2	CHEMBL3807	T-cell protein-tyrosine phosphatase	9606	Homo sapiens
Q8NER1	TRPV1	CHEMBL4794	Vanilloid receptor	9606	Homo sapiens
Q9HCP0	CSNK1G1	CHEMBL2426	Casein kinase I gamma 1	9606	Homo sapiens
P21802	FGFR2	CHEMBL4142	Fibroblast growth factor receptor 2	9606	Homo sapiens
P11362	FGFR1	CHEMBL3650	Fibroblast growth factor receptor 1	9606	Homo sapiens
Q9CPU0	Glo1	CHEMBL2175	Glyoxalase I	10090	Mus musculus
Q8VDP6	Cdipt	CHEMBL2176	Phosphatidylinositol synthase	10090	Mus musculus
P29089	Agtr1b	CHEMBL263	Type-1B angiotensin II receptor	10116	Rattus norvegicus
P30969	Gnrhr	CHEMBL3066	Gonadotropin-releasing hormone receptor	10116	Rattus norvegicus
P49654	P2rx3	CHEMBL4824	P2X purinoceptor 3	10116	Rattus norvegicus
Q9Y478	PRKAB1	CHEMBL3847	AMP-activated protein kinase, beta-1 subunit	9606	Homo sapiens
Q13188	STK3	CHEMBL4708	Serine/threonine-protein kinase MST2	9606	Homo sapiens
Q04760	GLO1	CHEMBL2424	Glyoxalase I	9606	Homo sapiens
O95050	INMT	CHEMBL2131	Indolethylamine N-methyltransferase	9606	Homo sapiens
Q9Y5N1	HRH3	CHEMBL264	Histamine H3 receptor	9606	Homo sapiens
P18762	Adrb2	CHEMBL3707	Beta-2 adrenergic receptor	10090	Mus musculus
O35164	Mcpt9	CHEMBL2132	Mast cell protease 9	10090	Mus musculus
P01590	Il2ra	CHEMBL3287	Interleukin-2 receptor alpha chain	10090	Mus musculus
P70180	Npr3	CHEMBL4711	Atrial natriuretic peptide receptor C	10090	Mus musculus
E9PZQ0	Ryr1	CHEMBL2133	Ryanodine receptor 1	10090	Mus musculus
P50637	Tspo	CHEMBL2149	Peripheral-type benzodiazepine receptor	10090	Mus musculus
P47936	Cnr2	CHEMBL5373	Cannabinoid CB2 receptor	10090	Mus musculus
P53798	Fdft1	CHEMBL4778	Squalene synthetase	10090	Mus musculus
P23336	Ggta1	CHEMBL2479	N-acetyllactosaminide alpha-1,3-galactosyltransferase	10090	Mus musculus
P06240	Lck	CHEMBL2480	Tyrosine-protein kinase LCK	10090	Mus musculus
O55242	Sigmar1	CHEMBL3465	Sigma opioid receptor	10090	Mus musculus
P22605	Rarb	CHEMBL3266	Retinoic acid receptor beta	10090	Mus musculus
P49810	PSEN2	CHEMBL3708	Presenilin 2	9606	Homo sapiens
P18901	Drd1	CHEMBL265	Dopamine D1 receptor	10116	Rattus norvegicus
P02767	Ttr	CHEMBL2151	Transthyretin	10116	Rattus norvegicus
P10634	Cyp2d26	CHEMBL2483	Cytochrome P450 2D2	10116	Rattus norvegicus
Q02644	Ghrhr	CHEMBL3709	Growth hormone-releasing hormone receptor	10116	Rattus norvegicus
Q01827	Slc18a2	CHEMBL4828	Synaptic vesicular amine transporter	10116	Rattus norvegicus
P43428	G6pc	CHEMBL4759	Glucose-6-phosphatase	10116	Rattus norvegicus
Q62658	Fkbp1a	CHEMBL2095	FK506-binding protein 1A	10116	Rattus norvegicus
P29411	Ak3	CHEMBL4799	Adenylate kinase 3 alpha like 1	10116	Rattus norvegicus
Q9UDW1	UQCR10	CHEMBL2388	Ubiquinol-cytochrome C reductase complex 7.2 kDa protein	9606	Homo sapiens
P32300	Oprd1	CHEMBL3222	Delta opioid receptor	10090	Mus musculus
P53582	METAP1	CHEMBL2474	Methionine aminopeptidase 1	9606	Homo sapiens
Q96IY4	CPB2	CHEMBL3419	Carboxypeptidase B2 isoform A	9606	Homo sapiens
P50247	Ahcy	CHEMBL2389	Adenosylhomocysteinase	10090	Mus musculus
P00502	Gsta1	CHEMBL2390	Glutathione S-transferase Ya-1	10116	Rattus norvegicus
P16232	Hsd11b1	CHEMBL2391	11-beta-hydroxysteroid dehydrogenase 1	10116	Rattus norvegicus
P43115	PTGER3	CHEMBL3710	Prostanoid EP3 receptor	9606	Homo sapiens
Q13085	ACACA	CHEMBL3351	Acetyl-CoA carboxylase 1	9606	Homo sapiens
P42785	PRCP	CHEMBL2335	Lysosomal Pro-X carboxypeptidase	9606	Homo sapiens
P30304	CDC25A	CHEMBL3775	Dual specificity phosphatase Cdc25A	9606	Homo sapiens
Q6QHF9	PAOX	CHEMBL2105	Polyamine oxidase	9606	Homo sapiens
P54619	PRKAG1	CHEMBL2393	AMP-activated protein kinase, gamma-1 subunit	9606	Homo sapiens
Q6MGC4	Pfdn6	CHEMBL2096	MHC class II	10116	Rattus norvegicus
P56389	Cda	CHEMBL2110	Cytidine deaminase	10090	Mus musculus
O08858	Sstr5	CHEMBL2733	Somatostatin receptor 5	10090	Mus musculus
P85973	Pnp	CHEMBL2395	Purine-nucleoside phosphorylase	10116	Rattus norvegicus
P23097	Mmp13	CHEMBL4944	Matrix metalloproteinase 13	10116	Rattus norvegicus
P21555	Npy1r	CHEMBL2587	Neuropeptide Y receptor type 1	10116	Rattus norvegicus
Q5R387	PLA2G2C	CHEMBL2097	Phospholipase A2 group IIC	9606	Homo sapiens
P40220	CRABP1	CHEMBL4945	Cellular retinoic acid-binding protein I	9031	Gallus gallus
Q6GI75	fabI	CHEMBL3994	Enoyl-[acyl-carrier-protein] reductase	282458	Staphylococcus aureus subsp. aureus MRSA252
Q920D2	Dhfr	CHEMBL2363	Dihydrofolate reductase	10116	Rattus norvegicus
Q13477	MADCAM1	CHEMBL4467	Mucosal addressin cell adhesion molecule-1	9606	Homo sapiens
Q91ZY1	Hrh4	CHEMBL4468	Histamine H4 receptor	10116	Rattus norvegicus
Q62795	Slc17a1	CHEMBL3398	Renal sodium-dependent phosphate transport protein 1	10116	Rattus norvegicus
P19328	Adra2b	CHEMBL266	Alpha-2b adrenergic receptor	10116	Rattus norvegicus
P48730	CSNK1D	CHEMBL2828	Casein kinase I delta	9606	Homo sapiens
Q8IWW8	ADHFE1	CHEMBL4947	Alcohol dehydrogenase, iron containing 1	9606	Homo sapiens
Q13163	MAP2K5	CHEMBL4948	Dual specificity mitogen-activated protein kinase kinase 5	9606	Homo sapiens
P08263	GSTA1	CHEMBL3409	Glutathione S-transferase A1	9606	Homo sapiens
P07288	KLK3	CHEMBL2099	Prostate specific antigen	9606	Homo sapiens
O43708	GSTZ1	CHEMBL4949	Glutathione S-transferase zeta 1	9606	Homo sapiens
Q03013	GSTM4	CHEMBL2100	Glutathione S-transferase Mu 4	9606	Homo sapiens
P07858	CTSB	CHEMBL4072	Cathepsin B	9606	Homo sapiens
P10633	Cyp2d1	CHEMBL2475	Cytochrome P450 2D1	10116	Rattus norvegicus
Q8CJF4	Gzma	CHEMBL2101	Granzyme A	10116	Rattus norvegicus
Q9H2S1	KCNN2	CHEMBL4469	Small conductance calcium-activated potassium channel protein 2	9606	Homo sapiens
Q13554	CAMK2B	CHEMBL4121	CaM kinase II beta	9606	Homo sapiens
O43526	KCNQ2	CHEMBL2476	Voltage-gated potassium channel subunit Kv7.2	9606	Homo sapiens
D2K2A8	NS4A	CHEMBL2364	Hepatitis C virus NS4A protein	11103	Hepatitis C virus
P00803	lepB	CHEMBL4470	Signal peptidase I	83333	Escherichia coli K-12
P25023	Bdkrb2	CHEMBL2501	Bradykinin B2 receptor	10116	Rattus norvegicus
P00735	F2	CHEMBL4471	Thrombin	9913	Bos taurus
Q95L14	PTGES	CHEMBL2502	Prostaglandin E synthase	9913	Bos taurus
Q99571	P2RX4	CHEMBL2104	P2X purinoceptor 4	9606	Homo sapiens
Q8HXG6	NDUFA11	CHEMBL2503	NADH-ubiquinone oxidoreductase subunit B14.7	9913	Bos taurus
P08010	Gstm2	CHEMBL2504	Glutathione S-transferase Mu 2	10116	Rattus norvegicus
Q99572	P2RX7	CHEMBL4805	P2X purinoceptor 7	9606	Homo sapiens
A2AGL3	Ryr3	CHEMBL2365	Ryanodine receptor 3	10090	Mus musculus
O75688	PPM1B	CHEMBL2845	Protein phosphatase 2C beta	9606	Homo sapiens
Q15257	PTPA	CHEMBL2505	Protein phosphatase 2A regulatory subunit B'	9606	Homo sapiens
Q9R297	Mlnr	CHEMBL3875	Thyrotropin-releasing hormone receptor 2	10116	Rattus norvegicus
P27986	PIK3R1	CHEMBL2506	PI3-kinase p85-alpha subunit	9606	Homo sapiens
P42263	GRIA3	CHEMBL3595	Glutamate receptor ionotropic, AMPA 3	9606	Homo sapiens
P04075	ALDOA	CHEMBL2106	Fructose-bisphosphate aldolase A	9606	Homo sapiens
P12931	SRC	CHEMBL267	Tyrosine-protein kinase SRC	9606	Homo sapiens
P04058	ache	CHEMBL4780	Acetylcholinesterase	7787	Torpedo californica
P12822	ACE	CHEMBL4074	Angiotensin-converting enzyme	9986	Oryctolagus cuniculus
P06199	CHRM2	CHEMBL4781	Muscarinic acetylcholine receptor M2	9823	Sus scrofa
P08049	MME	CHEMBL3768	Neprilysin	9986	Oryctolagus cuniculus
P30418	NMT1	CHEMBL3548	Peptide N-myristoyltransferase 1	237561	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)
P28593	TPR	CHEMBL5131	Trypanothione reductase	5693	Trypanosoma cruzi
P23791	SLC9A1	CHEMBL2865	Sodium/hydrogen exchanger 1	9986	Oryctolagus cuniculus
P50482	SLC9A2	CHEMBL3770	Sodium/hydrogen exchanger 2	9986	Oryctolagus cuniculus
P68825	def	CHEMBL2367	Peptide deformylase	158878	Staphylococcus aureus subsp. aureus Mu50
P16753	UL80	CHEMBL3771	Human herpes virus 5 capsid protein P40	10360	Human cytomegalovirus (strain AD169) (HHV-5) (Human herpesvirus 5)
P03355	gag-pol	CHEMBL3562	Moloney murine leukaemia virus Pol protein	928306	Moloney murine leukemia virus isolate Shinnick
P19821	polA	CHEMBL3564	Taq polymerase 1	271	Thermus aquaticus
P00381	folA	CHEMBL2902	Dihydrofolate reductase	1582	Lactobacillus casei
P04174	folA	CHEMBL3565	Dihydrofolate reductase	485	Neisseria gonorrhoeae
P49880	EcR	CHEMBL3413	Ecdysone receptor	7159	Aedes aegypti
P49881	EcR	CHEMBL3868	Ecdysone receptor	7091	Bombyx mori
P21236	erm	CHEMBL2757	rRNA adenine N-6-methyltransferase	1313	Streptococcus pneumoniae
P08543	RIR1	CHEMBL3840	Ribonucleoside-diphosphate reductase large chain	10299	Herpes simplex virus (type 1 / strain 17)
O08786	Cckar	CHEMBL2798	Cholecystokinin A receptor	10090	Mus musculus
P33247	shc	CHEMBL3569	Squalene-hopene cyclase	521098	Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC27009 / DSM 446 / 104-1A) (Bacillus acidocaldarius)
P0CO23	HIS3	CHEMBL3226	Imidazoleglycerol-phosphate dehydratase	283643	Cryptococcus neoformans var. neoformans B-3501A
P78600	PRS	CHEMBL4636	Prolyl-tRNA synthetase	5476	Candida albicans
P32238	CCKAR	CHEMBL1901	Cholecystokinin A receptor	9606	Homo sapiens
P61073	CXCR4	CHEMBL2107	C-X-C chemokine receptor type 4	9606	Homo sapiens
O60563	CCNT1	CHEMBL2108	Cyclin T1	9606	Homo sapiens
P25929	NPY1R	CHEMBL4777	Neuropeptide Y receptor type 1	9606	Homo sapiens
P01730	CD4	CHEMBL2754	T-cell surface antigen CD4	9606	Homo sapiens
P49146	NPY2R	CHEMBL4018	Neuropeptide Y receptor type 2	9606	Homo sapiens
P46734	MAP2K3	CHEMBL2109	Dual specificity mitogen-activated protein kinase kinase 3	9606	Homo sapiens
Q00534	CDK6	CHEMBL2508	Cyclin-dependent kinase 6	9606	Homo sapiens
P07872	Acox1	CHEMBL4632	Palmitoyl-CoA oxidase	10116	Rattus norvegicus
O88319	Ntsr1	CHEMBL3570	Neurotensin receptor 1	10090	Mus musculus
O95665	NTSR2	CHEMBL2514	Neurotensin receptor 2	9606	Homo sapiens
Q63384	Ntsr2	CHEMBL5106	Neurotensin receptor 2	10116	Rattus norvegicus
P48442	Casr	CHEMBL2516	Calcium sensing receptor	10116	Rattus norvegicus
P03892	MT-ND2	CHEMBL2112	NADH-ubiquinone oxidoreductase chain 2	9913	Bos taurus
Q9UBX1	CTSF	CHEMBL2517	Cathepsin F	9606	Homo sapiens
P08311	CTSG	CHEMBL4071	Cathepsin G	9606	Homo sapiens
P43235	CTSK	CHEMBL268	Cathepsin K	9606	Homo sapiens
O35186	Ctsk	CHEMBL3034	Cathepsin K	10116	Rattus norvegicus
P25975	CTSL	CHEMBL2113	Cathepsin L	9913	Bos taurus
P07711	CTSL	CHEMBL3837	Cathepsin L	9606	Homo sapiens
P47746	Cnr1	CHEMBL3037	Cannabinoid CB1 receptor	10090	Mus musculus
P20272	Cnr1	CHEMBL3571	Cannabinoid CB1 receptor	10116	Rattus norvegicus
P08185	SERPINA6	CHEMBL2421	Corticosteroid binding globulin	9606	Homo sapiens
P15085	CPA1	CHEMBL2088	Carboxypeptidase A1	9606	Homo sapiens
P14384	CPM	CHEMBL3038	Carboxypeptidase M	9606	Homo sapiens
O75419	CDC45	CHEMBL3040	CDC45-related protein	9606	Homo sapiens
Q00975	CACNA1B	CHEMBL4478	Voltage-gated N-type calcium channel alpha-1B subunit	9606	Homo sapiens
Q01815	Cacna1c	CHEMBL2529	Voltage-gated L-type calcium channel alpha-1C subunit	10090	Mus musculus
P22002	Cacna1c	CHEMBL3762	Voltage-gated L-type calcium channel alpha-1C subunit	10116	Rattus norvegicus
P27732	Cacna1d	CHEMBL4132	Voltage-gated L-type calcium channel alpha-1D subunit	10116	Rattus norvegicus
P11597	CETP	CHEMBL3572	Cholesteryl ester transfer protein	9606	Homo sapiens
P30277	Ccnb1	CHEMBL2093	G2/mitotic-specific cyclin B1	10116	Rattus norvegicus
P14635	CCNB1	CHEMBL2412	G2/mitotic-specific cyclin B1	9606	Homo sapiens
P24385	CCND1	CHEMBL3610	G1/S-specific cyclin D1	9606	Homo sapiens
P33533	Oprd1	CHEMBL269	Delta opioid receptor	10116	Rattus norvegicus
P34975	Oprk1	CHEMBL3614	Kappa opioid receptor	10116	Rattus norvegicus
P79350	OPRM1	CHEMBL3041	Mu opioid receptor	9913	Bos taurus
P33535	Oprm1	CHEMBL270	Mu opioid receptor	10116	Rattus norvegicus
P35377	Oprl1	CHEMBL3621	Nociceptin receptor	10090	Mus musculus
O96017	CHEK2	CHEMBL2527	Serine/threonine-protein kinase Chk2	9606	Homo sapiens
P06276	BCHE	CHEMBL1914	Butyrylcholinesterase	9606	Homo sapiens
Q03311	Bche	CHEMBL2528	Butyrylcholinesterase	10090	Mus musculus
P51575	P2RX1	CHEMBL2094	P2X purinoceptor 1	9606	Homo sapiens
P47824	P2rx1	CHEMBL2530	P2X purinoceptor 1	10116	Rattus norvegicus
Q9UBL9	P2RX2	CHEMBL2531	P2X purinoceptor 2	9606	Homo sapiens
P51578	P2rx5	CHEMBL2495	P2X purinoceptor 5	10116	Rattus norvegicus
P51579	P2rx6	CHEMBL2122	P2X purinoceptor 6	10116	Rattus norvegicus
Q64663	P2rx7	CHEMBL2496	P2X purinoceptor 7	10116	Rattus norvegicus
P51582	P2RY4	CHEMBL2123	Pyrimidinergic receptor P2Y4	9606	Homo sapiens
Q15722	LTB4R	CHEMBL3911	Leukotriene B4 receptor 1	9606	Homo sapiens
O35811	P2ry4	CHEMBL2124	Pyrimidinergic receptor P2Y4	10116	Rattus norvegicus
P47900	P2RY1	CHEMBL4315	Purinergic receptor P2Y1	9606	Homo sapiens
P49651	P2ry1	CHEMBL2497	Purinergic receptor P2Y1	10116	Rattus norvegicus
P32246	CCR1	CHEMBL2413	C-C chemokine receptor type 1	9606	Homo sapiens
P51677	CCR3	CHEMBL3473	C-C chemokine receptor type 3	9606	Homo sapiens
P70536	Oxtr	CHEMBL3996	Oxytocin receptor	10116	Rattus norvegicus
P32871	PIK3CA	CHEMBL2498	PI3-kinase p110-alpha subunit	9913	Bos taurus
P42337	Pik3ca	CHEMBL2499	PI3-kinase p110-alpha subunit	10090	Mus musculus
P16389	KCNA2	CHEMBL2086	Voltage-gated potassium channel subunit Kv1.2	9606	Homo sapiens
P22001	KCNA3	CHEMBL4633	Voltage-gated potassium channel subunit Kv1.3	9606	Homo sapiens
P16390	Kcna3	CHEMBL4818	Voltage-gated potassium channel subunit Kv1.3	10090	Mus musculus
P04774	Scn1a	CHEMBL4906	Sodium channel protein type I alpha subunit	10116	Rattus norvegicus
P04775	Scn2a	CHEMBL3399	Sodium channel protein type II alpha subunit	10116	Rattus norvegicus
P08104	Scn3a	CHEMBL4966	Sodium channel protein type III alpha subunit	10116	Rattus norvegicus
P46059	SLC15A1	CHEMBL4605	Oligopeptide transporter small intestine isoform	9606	Homo sapiens
P35813	PPM1A	CHEMBL2437	Protein phosphatase 2C alpha	9606	Homo sapiens
P37289	PTGFR	CHEMBL4820	Prostanoid FP receptor	9913	Bos taurus
P04073	Pgc	CHEMBL2152	Pepsinogen C	10116	Rattus norvegicus
P11678	EPX	CHEMBL2438	Eosinophil peroxidase	9606	Homo sapiens
P05164	MPO	CHEMBL2439	Myeloperoxidase	9606	Homo sapiens
P11247	Mpo	CHEMBL2440	Myeloperoxidase	10090	Mus musculus
P49354	FNTA	CHEMBL271	Protein farnesyltransferase/geranylgeranyltransferase type I alpha subunit	9606	Homo sapiens
P49356	FNTB	CHEMBL272	Protein farnesyltransferase beta subunit	9606	Homo sapiens
P05622	Pdgfrb	CHEMBL2749	Platelet-derived growth factor receptor beta	10090	Mus musculus
P22437	Ptgs1	CHEMBL2649	Cyclooxygenase-1	10090	Mus musculus
P19327	Htr1a	CHEMBL273	Serotonin 1a (5-HT1a) receptor	10116	Rattus norvegicus
P28564	Htr1b	CHEMBL3459	Serotonin 1b (5-HT1b) receptor	10116	Rattus norvegicus
P28565	Htr1d	CHEMBL5450	Serotonin 1d (5-HT1d) receptor	10116	Rattus norvegicus
P51679	CCR4	CHEMBL2414	C-C chemokine receptor type 4	9606	Homo sapiens
P51681	CCR5	CHEMBL274	C-C chemokine receptor type 5	9606	Homo sapiens
Q28017	PLA2G7	CHEMBL2441	LDL-associated phospholipase A2	9913	Bos taurus
P47712	PLA2G4A	CHEMBL3816	Cytosolic phospholipase A2	9606	Homo sapiens
