#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c9-Potency_&#956;M","p450-cyp2c9-Curve_Description","p450-cyp2c9-Fit_LogAC50","p450-cyp2c9-Fit_HillSlope","p450-cyp2c9-Fit_R2","p450-cyp2c9-Fit_InfiniteActivity_%","p450-cyp2c9-Fit_ZeroActivity_%","p450-cyp2c9-Fit_CurveClass","p450-cyp2c9-Excluded_Points","p450-cyp2c9-Max_Response","p450-cyp2c9-Activity at 0.0007 uM_%","p450-cyp2c9-Activity at 0.00160 uM_%","p450-cyp2c9-Activity at 0.00368 uM_%","p450-cyp2c9-Activity at 0.00820 uM_%","p450-cyp2c9-Activity at 0.018 uM_%","p450-cyp2c9-Activity at 0.041 uM_%","p450-cyp2c9-Activity at 0.091 uM_%","p450-cyp2c9-Activity at 0.204 uM_%","p450-cyp2c9-Activity at 0.457 uM_%","p450-cyp2c9-Activity at 1.022 uM_%","p450-cyp2c9-Activity at 2.286 uM_%","p450-cyp2c9-Activity at 5.111 uM_%","p450-cyp2c9-Activity at 11.43 uM_%","p450-cyp2c9-Activity at 25.56 uM_%","p450-cyp2c9-Activity at 57.14 uM_%"
138,26751291,16758679,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,14.55,-6.024,,-3.799,,-13.49,,18.24,,17.45,,-3.649,,14.55,,
139,26751290,16758678,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,0.354,14.06,,-3.72,,8.919,,1.365,,3.142,,7.347,,0.354,,
140,26751289,16758677,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,14.22,10.99,,8.993,,6.974,,12.31,,2.33,,5.858,,14.22,,
141,26751288,16758676,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,39.33,-4.983,,-5.049,,-9.142,,15.11,,14.52,,-5.918,,39.33,,
142,26751287,16758675,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,16.14,-16.58,,-4.815,,-17.37,,13.66,,7.122,,-7.57,,16.14,,
143,26751286,16758674,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.335,17.2,,-8.107,,9.919,,-13.26,,1.093,,-10.25,,9.335,,
144,26751285,16758673,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,18.71,-9.392,,-5.813,,16.61,,-6.986,,-1.222,,3.689,,18.71,,
145,26751284,16758672,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,7.385,11.33,,-14.79,,9.133,,-8.102,,-0.2055,,-3.103,,7.385,,
146,26751283,16758671,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.52,-9.537,,-11.51,,-4.753,,-3.15,,-3.018,,4.035,,10.52,,
147,26751282,16758670,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.87,11.46,,2.88,,11.63,,6.001,,12.53,,1.36,,-16.87,,
148,26751281,16758669,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,0.0971,-0.6304,,9.773,,7.154,,12.64,,-1.803,,-2.341,,0.0971,,
149,26751280,16758668,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,27.24,8.47,,22.94,,11.38,,38.76,,16.96,,-4.013,,27.24,,
150,26751279,16758667,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.74,1.207,,12.25,,16.96,,10.81,,-1.904,,6.964,,10.74,,
151,26751278,16758666,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.38,17.32,,5.912,,21.5,,15.62,,-15.73,,-5.342,,-17.38,,
152,26751277,16758665,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-18.71,-11.11,,-8.964,,-3.654,,-4.849,,-4.331,,2.458,,-18.71,,
153,26751276,16758664,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-8.594,0.5551,,-15.34,,5.114,,-6.424,,-4.839,,-0.215,,-8.594,,
154,26751275,16758663,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-20.05,-10.76,,-15.14,,-22.24,,26.99,,32.83,,-11.42,,-20.05,,
155,26751274,16758662,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.347,1.778,,0.7395,,-4.28,,-7.401,,4.23,,16.74,,5.347,,
156,26751273,16758661,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,18.01,4.817,,-18.62,,-11.57,,-5.824,,-10.03,,-3.141,,18.01,,
157,26751272,16758660,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.088,9.092,,3.327,,2.158,,-2.436,,14.49,,4.481,,-7.088,,
158,26751271,16758659,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.03,-5.53,,4.578,,-3.608,,-32.5,,1.817,,9.996,,-14.03,,
159,26751270,16758658,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,7.754,7.012,,-5.427,,28.65,,-3.909,,-0.5757,,-4.713,,7.754,,
160,26751269,16758657,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.09,9.752,,-12.38,,-1.571,,-21.32,,-9.822,,-5.409,,-17.09,,
161,26751268,16758656,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.47,-3.319,,-5.506,,-5.133,,-3.692,,5.27,,-6.213,,4.47,,
162,26751267,16758655,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.447,6.661,,-1.86,,-3.034,,-0.2444,,3.91,,-19.07,,9.447,,
163,26751266,16758654,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.812,9.957,,2.583,,6.687,,10.98,,10.8,,-10.7,,-4.812,,
164,26751265,16758653,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.269,-7.491,,-1.922,,-15.01,,7.727,,-3.206,,5.624,,5.269,,
165,26751264,16758652,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-6.957,29.16,,-1.497,,-1.248,,-8.176,,8.114,,-13.19,,-6.957,,
166,26751263,16758651,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.401,-8.209,,-0.0547,,-7.121,,-4.006,,6.497,,3.115,,-4.401,,
167,26751262,16758650,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.721,-15.46,,-5.802,,-14.92,,-9.257,,-6.698,,0.589,,1.721,,
168,26751261,16758649,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,3.235,-8.377,,-7.566,,15.53,,-11.82,,-3.854,,12.19,,3.235,,
169,26751260,16758648,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-25.09,-1.476,,1.18,,17.65,,-1.209,,-0.9031,,-7.425,,-25.09,,
170,26751259,16758647,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.65,8.194,,8.359,,11.41,,4.783,,9.123,,-6.51,,-23.65,,
171,26751258,16758646,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.58,-0.3289,,1.009,,3.612,,2.629,,5.416,,-11.48,,-17.58,,
172,26751257,16758645,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-27.56,2.457,,-1.01,,-4.777,,9.619,,15.6,,13.47,,-27.56,,
173,26751256,16758644,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,20.06,-77.32,,-28.93,,-19.13,,-2.163,,13.13,,-17.49,,20.06,,
174,26751255,16758643,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.91,30.87,,3.331,,19.73,,11.47,,37.84,,-3.165,,-10.91,,
175,26751254,16758642,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.357,28.05,,-19.51,,-24.88,,-10.45,,-7.484,,-2.641,,-7.357,,
176,26751252,16758640,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.167,-12.6,,-0.8617,,11.6,,-1.909,,24.8,,10.32,,1.167,,
177,26751251,16758639,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-24.5,-1.838,,4.635,,13.72,,3.109,,-1.075,,-3.186,,-24.5,,
178,26751250,16758638,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-15.08,6.53,,7.707,,16.21,,13.62,,11.46,,-1.496,,-15.08,,
179,26751248,16758636,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.36,-1.745,,-9.325,,-3.828,,-3.894,,9.656,,-11.73,,-16.36,,
180,26751247,16758635,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.823,-0.6998,,-3.672,,11.44,,-7.717,,12.15,,9.739,,-1.823,,
181,26751246,16758634,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-27.02,5.341,,-1.555,,-4.755,,7.264,,12.22,,-8.78,,-27.02,,
182,26751245,16758633,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.2,2.4,,14.09,,-3.438,,2.777,,1.709,,2.604,,10.2,,
183,26751244,16758632,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.829,27.84,,-7.092,,-1.855,,-6.631,,-1.114,,-17.54,,-5.829,,
184,26751243,16758631,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,12.6,-12.19,,-0.7811,,-7.527,,-6.751,,2.715,,6.835,,12.6,,
185,26751242,16758630,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.04,1.221,,4.32,,-13.92,,0.6442,,-1.917,,-5.484,,-17.04,,
186,26751241,16758629,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-26.42,-6.137,,-6.391,,-4.559,,-1.076,,1.232,,-10.47,,-26.42,,
187,26751240,16758628,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.42,-5.013,,-1.278,,-9.669,,-5.861,,3.859,,10.84,,-12.42,,
188,26751239,16758627,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.57,-5.747,,-10.26,,-5.247,,-7.824,,0.7038,,-7.984,,-16.57,,
189,26751238,16758626,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.661,-3.658,,-9.942,,-15.03,,-2.532,,55.59,,5.991,,1.661,,
190,26751237,16758625,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.84,-3.497,,5.479,,-5.406,,2.978,,1.981,,51.26,,-10.84,,
191,26751236,16758624,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-15.21,-3.156,,-3.269,,-4.015,,-4.21,,6.406,,1.626,,-15.21,,
192,26751235,16758623,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,7.199,22.8,,-8.121,,-1.271,,-1.756,,24.39,,15.97,,7.199,,
193,26751234,16758622,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.57,10.54,,-8.774,,-9.414,,12.64,,-0.691,,7.674,,-2.57,,
194,26751232,16758620,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-26.35,0.4364,,-3.005,,8.947,,-4.308,,-0.2283,,26.43,,-26.35,,
195,26751231,16758619,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-27.78,-6.695,,6.568,,-4.922,,19.67,,8.471,,-8.827,,-27.78,,
196,26751230,16758618,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-6.604,-10.45,,-3.618,,-11.51,,-12.7,,4.967,,-0.7589,,-6.604,,
197,26751229,16758617,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,18.5,-5.86,,-2.619,,-11.94,,21.88,,5.447,,14.17,,18.5,,
198,26751228,16758616,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.142,-0.7138,,-10.1,,-5.349,,-5.97,,9.43,,3.962,,-1.142,,
199,26751227,16758615,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-15.81,-6.579,,-3.318,,-8.136,,-8.058,,6.983,,-10.91,,-15.81,,
200,26751226,16758614,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.898,9.776,,-15.22,,4.072,,-9.383,,10.22,,3.844,,5.898,,
201,26751225,16758613,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.3538,14.7,,1.535,,8.163,,12.42,,7.284,,-14.7,,-0.3538,,
202,26751224,16758612,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,7.369,7.519,,2.347,,1.235,,-2.784,,-4.454,,-14.95,,7.369,,
203,26751223,16758611,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.091,5.961,,-3.689,,-2.303,,25.4,,17.59,,3.786,,-4.091,,
204,26751222,16758610,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.588,0.2967,,2.61,,-5.477,,-4.58,,-21.27,,-1.324,,-9.588,,
205,26751221,16758609,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,12.23,-11.36,,12.97,,-15.67,,6.299,,-6.931,,9.549,,12.23,,
206,26751220,16758608,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.91,-12.69,,-12.26,,-12.38,,-13.73,,-10.97,,-2.879,,10.91,,
207,26751219,16758607,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.136,-3.711,,-6.253,,8.564,,0.0577,,-3.518,,-7.524,,9.136,,
208,26751218,16758606,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.884,0.9549,,-12.08,,2.397,,-15.4,,-0.2072,,-1.493,,9.884,,
209,26751217,16758605,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,23.53,9.001,,11.3,,0.9003,,10.73,,10.35,,-13.36,,23.53,,
210,26751216,16758604,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-20.58,1.627,,5.056,,25.12,,-0.3735,,4.001,,-6.244,,-20.58,,
211,26751215,16758603,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.533,17.26,,-1.748,,-8.12,,6.966,,1.882,,-4.707,,-2.533,,
212,26751214,16758602,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,24.41,18.41,,-6.321,,-22.59,,12.44,,6.889,,23.3,,24.41,,
213,26751213,16758601,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,12.53,-3.091,,4.399,,-12.79,,-11.97,,-2.521,,8.306,,12.53,,
214,26751211,16758599,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,29.1,-10.89,,-2.796,,6.6,,-12.23,,-8.767,,-6.361,,29.1,,
215,26751210,16758598,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.58,0.4773,,-5.34,,-4.285,,-1.883,,-5.206,,11.31,,-11.58,,
216,26751209,16758597,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.969,-3.353,,11.86,,-9.629,,13.52,,6.141,,2.05,,-4.969,,
217,26751208,16758596,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,24.96,-0.5774,,3.832,,20.53,,1.305,,20.04,,-1.991,,24.96,,
218,26751207,16758595,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.59,20.41,,-9.776,,10.11,,-11.28,,19.87,,-2.733,,-12.59,,
219,26751205,16758593,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,18.91,0.7168,,-6.17,,20.94,,-7.474,,-9.168,,3.138,,18.91,,
220,26751204,16758592,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-22.69,1.443,,-1.19,,28.6,,-11.45,,-2.229,,4.967,,-22.69,,
221,26751203,16758591,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,12.56,-7.181,,-4.777,,-4.839,,1.725,,1.701,,-0.1896,,12.56,,
222,26751202,16758590,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,25.44,1.518,,-1.738,,-1.615,,-8.025,,5.785,,7.295,,25.44,,
223,26751201,16758589,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.61,-0.3645,,-2.835,,-15.71,,1.223,,5.692,,-6.579,,4.61,,
224,26751200,16758588,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-6.911,19.49,,15.21,,0.4353,,8.619,,8.48,,8.903,,-6.911,,
225,26751199,16758587,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.95,6.211,,1.528,,-15.28,,5.854,,-0.8014,,-6.398,,-12.95,,
226,26751198,16758586,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,17.76,-2.344,,-20.52,,-6.222,,10.57,,1.012,,18.26,,17.76,,
227,26751197,16758585,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-13.48,-0.1455,,-4.037,,-7.404,,6.466,,4.635,,-5.654,,-13.48,,
228,26751196,16758584,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.372,14.61,,-5.619,,5.926,,20.42,,16.43,,-13.76,,-1.372,,
229,26751195,16758583,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.565,1.473,,-4.724,,8.614,,14.3,,14.93,,-2.889,,4.565,,
230,26751194,16758582,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.98,24.63,,-5.666,,10.77,,-0.5609,,5.677,,-10.18,,-11.98,,
231,26751192,6636441,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,0.745,9.435,,-1.987,,-2.813,,11.8,,4.087,,-6.068,,0.745,,
232,26751191,6636172,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.412,-8.399,,3.689,,-14.37,,1.48,,-3.333,,-2.329,,-4.412,,
233,26751190,6636383,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.814,12.49,,6.068,,4.592,,8.551,,13.24,,17.57,,9.814,,
234,26751189,6636193,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,20.55,-3.528,,1.395,,-7.12,,16.83,,18.65,,29.99,,20.55,,
235,26751188,16758580,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.702,-5.262,,12.72,,-1.901,,12.32,,3.039,,9.011,,-2.702,,
236,26751187,6636347,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-13.3,7.816,,-4.603,,2.523,,-2.849,,11.95,,-2.02,,-13.3,,
237,26751186,6636314,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.99,-6.242,,-13.14,,-18.81,,-7.423,,7.016,,2.603,,11.99,,
238,26751185,16758579,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,6.572,-3.225,,3.328,,4.027,,3.971,,8.87,,-0.5655,,6.572,,
239,26751183,16758578,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.131,1.438,,9.332,,-16.41,,24.18,,-2.513,,6.856,,-7.131,,
240,26751182,6636366,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,19.02,-9.216,,14.33,,2.807,,4.613,,-2.8,,1.343,,19.02,,
241,26751181,6636402,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,13.62,-3.197,,-3.989,,0.3433,,-6.633,,1.453,,6.101,,13.62,,
242,26751180,16758577,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.535,-8.379,,-0.5116,,10.77,,-9.485,,1.096,,4.779,,9.535,,
243,26751179,16758576,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-27.49,19.09,,-1.836,,-10.16,,18.46,,28.15,,-15.26,,-27.49,,
244,26751177,16758574,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,18.98,-1.856,,3.141,,4.27,,4.66,,12.95,,-6.167,,18.98,,
245,26751174,16758573,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.157,-3.915,,3.284,,2.396,,3.234,,2.908,,-7.427,,9.157,,
246,26751172,746501,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.55,-8.239,,-4.375,,12.16,,-2.912,,-1.427,,-6.851,,-11.55,,
247,26751171,16758572,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,16.49,3.94,,-13.78,,8.189,,-10.6,,-5.277,,6.933,,16.49,,
248,26751170,16758571,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.795,-3.884,,-6.148,,-11.75,,7.466,,0.9035,,-0.1338,,4.795,,
249,26751169,10707165,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,19.78,9.907,,16.29,,-2.197,,-11.3,,27.31,,-4.26,,19.78,,
250,26751168,16758570,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.357,-7.181,,-1.222,,3.591,,16,,1.748,,-10.83,,4.357,,
251,26751166,10082482,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.3,-2.057,,6.104,,6.712,,-0.0412,,-6.358,,-6.724,,-21.3,,
252,26751165,6917430,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.132,11.42,,-0.1712,,-9.223,,-2.374,,-8.213,,-2.208,,8.132,,
253,26751164,16758569,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.129,3.296,,-10.09,,-8.737,,12.22,,10.78,,0.0798,,-1.129,,
254,26751163,16758568,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.1271,-6.869,,3.27,,-9.137,,-7.784,,-2.99,,4.566,,-0.1271,,
255,26751161,16758567,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.4,0.2586,,-5.292,,0.2114,,6.763,,0.6235,,-15.09,,1.4,,
256,26751160,12120383,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.269,13.35,,-3.899,,-21.12,,-14.07,,14.08,,-2.256,,1.269,,
257,26751159,11447821,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,2.864,-0.4333,,3.327,,6.086,,2.46,,9.073,,7.345,,2.864,,
258,26751157,6636169,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.764,2.681,,1.629,,12.87,,10.74,,2.375,,4.469,,9.764,,
259,26751156,16758565,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-18.11,12.03,,8.21,,10.07,,-1.442,,5.945,,7.163,,-18.11,,
260,26751155,16758564,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,3.8,5.88,,-13.34,,2.436,,-0.458,,9.634,,7.762,,3.8,,
261,26751154,12120385,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,14.18,-4.503,,-12.63,,20.13,,-5.364,,-6.211,,-7.284,,14.18,,
262,26751152,16758562,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.396,3.172,,-4.158,,-1.226,,20.75,,16.65,,18.64,,5.396,,
263,26751150,16758560,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,25.63,-6.749,,-14.4,,4.228,,5.299,,16.13,,-7.608,,25.63,,
264,26751149,16758559,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.146,-10.82,,-7.367,,2.723,,-4.081,,10.47,,3.255,,-9.146,,
265,26751147,16758558,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-27.24,-0.9324,,11.66,,14.87,,9.297,,22.84,,-7.371,,-27.24,,
266,26751145,16758556,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-29.2,-11.77,,-2.508,,-10.3,,-9.819,,5.551,,-9.156,,-29.2,,
267,26751144,6636173,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.125,2.579,,5.669,,-1.02,,0.4098,,9.032,,-0.1142,,-9.125,,
268,26751138,16758551,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.385,-0.914,,4.037,,-11.54,,-2.462,,1.874,,3.745,,8.385,,
269,26751137,16758550,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,14.64,-10,,-2.514,,-7.753,,-4.102,,49.63,,-1.385,,14.64,,
270,26751136,6636349,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-3.082,3.403,,2.549,,-9.978,,3.086,,-0.4102,,11.01,,-3.082,,
271,26751135,16758549,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-3.998,-2.034,,-11.65,,-2.917,,-6.861,,3.461,,-9.461,,-3.998,,
272,26751134,16758548,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.575,10.23,,9.41,,-0.6735,,-3.503,,7.424,,4.803,,1.575,,
273,26751133,9548030,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.16,-2.662,,-2.036,,13.69,,4.546,,-2.852,,-4.987,,-17.16,,
274,26751132,16758547,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.312,3.614,,3.352,,5.209,,-0.4237,,8.005,,18.06,,-1.312,,
275,26751131,6636208,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.82,-7.731,,-2.822,,11.14,,7.076,,-3.841,,-2.921,,-10.82,,
276,26751125,6636348,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.62,4.765,,-1.83,,-6.475,,-9.698,,-7.584,,7.778,,-17.62,,
277,26751124,16758543,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-48.08,-71.28,,-35.34,,-27.94,,19.8,,-5.286,,-14.57,,-48.08,,
278,26751123,6636168,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-8.546,-2.601,,-2.54,,1.148,,4.218,,3.978,,5.14,,-8.546,,
279,26751122,6636168,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,13.79,-8.884,,-10.56,,-7.916,,-0.2904,,6.616,,15.18,,13.79,,
280,26751121,6636295,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-18.97,-8.846,,13.05,,-2.745,,14.78,,26.26,,20.9,,-18.97,,
281,26751119,6636283,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.68,13.82,,2.075,,7.962,,2.888,,-5.194,,5.908,,-11.68,,
